,Ids,Coordinates,CommonName,Line,ClosenessCentrality
198,940GZZLUBBN,"[-0.097993],[51.520275]",Barbican Underground Station,hammersmith-city,0.0535427449581
199,940GZZLUBKG,"[0.081053],[51.539321]",Barking Underground Station,hammersmith-city,0.0310302027307
200,940GZZLUBST,"[-0.15713],[51.522883]",Baker Street Underground Station,hammersmith-city,0.0594059405941
201,940GZZLUBWR,"[-0.025128],[51.52694]",Bow Road Underground Station,hammersmith-city,0.0441176470588
202,940GZZLUEHM,"[0.051186],[51.538948]",East Ham Underground Station,hammersmith-city,0.0340020401224
203,940GZZLUERC,"[-0.167832],[51.519858]",Edgware Road (Circle Line) Underground Station,hammersmith-city,0.0538793103448
204,940GZZLUESQ,"[-0.135829],[51.525604]",Euston Square Underground Station,hammersmith-city,0.0565610859729
205,940GZZLUFCN,"[-0.104913],[51.520252]",Farringdon Underground Station,hammersmith-city,0.0543379822496
206,940GZZLUGHK,"[-0.226715],[51.502005]",Goldhawk Road Underground Station,hammersmith-city,0.0348108609886
207,940GZZLUGPS,"[-0.144262],[51.52384]",Great Portland Street Underground Station,hammersmith-city,0.0572300648607
208,940GZZLUHSC,"[-0.225013],[51.493535]",Hammersmith (H&C Line) Underground Station,hammersmith-city,0.0336587007742
209,940GZZLUKSX,"[-0.123194],[51.530663]",King's Cross St. Pancras Underground Station,hammersmith-city,0.0594766058684
210,940GZZLULAD,"[-0.210391],[51.517449]",Ladbroke Grove Underground Station,hammersmith-city,0.0401606425703
211,940GZZLULRD,"[-0.217799],[51.513389]",Latimer Road Underground Station,hammersmith-city,0.0387046832667
212,940GZZLULVT,"[-0.083182],[51.517372]",Liverpool Street Underground Station,hammersmith-city,0.0538793103448
213,940GZZLUMED,"[-0.03364],[51.525122]",Mile End Underground Station,hammersmith-city,0.0458085203848
214,940GZZLUMGT,"[-0.088322],[51.518176]",Moorgate Underground Station,hammersmith-city,0.0543872371284
215,940GZZLUPAH,"[-0.178306],[51.518187]",Paddington (H&C Line)-Underground,hammersmith-city,0.0470145745181
216,940GZZLUPLW,"[0.017451],[51.531341]",Plaistow Underground Station,hammersmith-city,0.0388550705867
217,940GZZLURYO,"[-0.188748],[51.519113]",Royal Oak Underground Station,hammersmith-city,0.0432588320115
218,940GZZLUSBM,"[-0.226375],[51.505579]",Shepherd's Bush Market Underground Station,hammersmith-city,0.036036036036
219,940GZZLUSGN,"[-0.046596],[51.521858]",Stepney Green Underground Station,hammersmith-city,0.0423549343499
220,940GZZLUUPK,"[0.035263],[51.53534]",Upton Park Underground Station,hammersmith-city,0.0362800822349
221,940GZZLUWHM,"[0.005055],[51.528136]",West Ham Underground Station,hammersmith-city,0.0402576489533
222,940GZZLUWLA,"[-0.22453],[51.509669]",Wood Lane Underground Station,hammersmith-city,0.0373320059731
223,940GZZLUWPL,"[-0.059971],[51.519518]",Whitechapel Underground Station,hammersmith-city,0.0448900194523
224,940GZZLUWSP,"[-0.201065],[51.52111]",Westbourne Park Underground Station,hammersmith-city,0.0417072153483
225,940GZZLUACT,"[-0.280462],[51.503057]",Acton Town Underground Station,piccadilly,0.0348472528749
226,940GZZLUALP,"[-0.29961],[51.540627]",Alperton Underground Station,piccadilly,0.0292483182217
227,940GZZLUASG,"[-0.133062],[51.616446]",Arnos Grove Underground Station,piccadilly,0.0322893122376
228,940GZZLUASL,"[-0.107457],[51.558655]",Arsenal Underground Station,piccadilly,0.0467508181393
229,940GZZLUBDS,"[-0.124235],[51.607034]",Bounds Green Underground Station,piccadilly,0.0344313095375
230,940GZZLUBOS,"[-0.324939],[51.495635]",Boston Manor Underground Station,piccadilly,0.0275355667737
231,940GZZLUBSC,"[-0.213427],[51.490311]",Barons Court Underground Station,piccadilly,0.0441631090829
232,940GZZLUCAR,"[-0.118493],[51.548519]",Caledonian Road Underground Station,piccadilly,0.0510464522716
233,940GZZLUCGN,"[-0.124436],[51.513093]",Covent Garden Underground Station,piccadilly,0.0579598145286
234,940GZZLUCKS,"[-0.149171],[51.65152]",Cockfosters Underground Station,piccadilly,0.0250815149235
235,940GZZLUEAE,"[-0.397373],[51.576506]",Eastcote Underground Station,piccadilly,0.0275052718438
236,940GZZLUECM,"[-0.288265],[51.51014]",Ealing Common Underground Station,piccadilly,0.0339328130302
237,940GZZLUECT,"[-0.193378],[51.492063]",Earl's Court Underground Station,piccadilly,0.048527984471
238,940GZZLUFPK,"[-0.106825],[51.564158]",Finsbury Park Underground Station,piccadilly,0.0490035935969
239,940GZZLUGPK,"[-0.142787],[51.506947]",Green Park Underground Station,piccadilly,0.0614628149969
240,940GZZLUGTR,"[-0.182658],[51.494316]",Gloucester Road Underground Station,piccadilly,0.0521557719054
241,940GZZLUHBN,"[-0.120475],[51.51758]",Holborn Underground Station,piccadilly,0.0600841177649
242,940GZZLUHGD,"[-0.449828],[51.553715]",Hillingdon Underground Station,piccadilly,0.0232234091965
243,940GZZLUHNX,"[-0.423191],[51.466747]",Hatton Cross Underground Station,piccadilly,0.0212524794559
244,940GZZLUHPC,"[-0.152441],[51.503035]",Hyde Park Corner Underground Station,piccadilly,0.0567322239032
245,940GZZLUHR4,"[-0.445771],[51.458524]",Heathrow Terminal 4 Underground Station,piccadilly,0.0178974907837
246,940GZZLUHR5,"[-0.49056],[51.470052]",Heathrow Terminal 5 Underground Station,piccadilly,0.0189129751806
247,940GZZLUHRC,"[-0.452265],[51.471235]",Heathrow Terminals 1-2-3 Underground Station ,piccadilly,0.0199840127898
248,940GZZLUHSD,"[-0.22362],[51.4923]",Hammersmith (Dist&Picc Line) Underground Station,piccadilly,0.0431530494822
249,940GZZLUHWC,"[-0.366578],[51.471295]",Hounslow Central Underground Station,piccadilly,0.0237398116642
250,940GZZLUHWE,"[-0.356474],[51.473213]",Hounslow East Underground Station,piccadilly,0.0243033052495
251,940GZZLUHWT,"[-0.386544],[51.473469]",Hounslow West Underground Station,piccadilly,0.0226808800181
252,940GZZLUHWY,"[-0.113244],[51.552697]",Holloway Road Underground Station,piccadilly,0.0488122356004
253,940GZZLUICK,"[-0.442001],[51.561992]",Ickenham Underground Station,piccadilly,0.0243269542653
254,940GZZLUKNB,"[-0.160508],[51.501669]",Knightsbridge Underground Station,piccadilly,0.0548947849954
255,940GZZLUKSX,"[-0.123194],[51.530663]",King's Cross St. Pancras Underground Station,piccadilly,0.0594766058684
256,940GZZLULSQ,"[-0.128426],[51.511386]",Leicester Square Underground Station,piccadilly,0.0591949486977
257,940GZZLUMRH,"[-0.096118],[51.570738]",Manor House Underground Station,piccadilly,0.0448296473401
258,940GZZLUNEN,"[-0.288868],[51.517505]",North Ealing Underground Station,piccadilly,0.0322026620867
259,940GZZLUNFD,"[-0.314719],[51.499319]",Northfields Underground Station,piccadilly,0.0299192181111
260,940GZZLUOAK,"[-0.132182],[51.647726]",Oakwood Underground Station,piccadilly,0.026399155227
261,940GZZLUOSY,"[-0.352224],[51.481274]",Osterley Underground Station,piccadilly,0.0255058663493
262,940GZZLUPCC,"[-0.133798],[51.51005]",Piccadilly Circus Underground Station,piccadilly,0.0593002569678
263,940GZZLUPKR,"[-0.284341],[51.527123]",Park Royal Underground Station,piccadilly,0.0306466441925
264,940GZZLURSM,"[-0.412973],[51.573202]",Ruislip Manor Underground Station,piccadilly,0.0261620301735
265,940GZZLURSP,"[-0.421898],[51.571354]",Ruislip Underground Station,piccadilly,0.0255275697754
266,940GZZLURSQ,"[-0.124285],[51.523073]",Russell Square Underground Station,piccadilly,0.0576368876081
267,940GZZLURYL,"[-0.371127],[51.575147]",Rayners Lane Underground Station,piccadilly,0.0298062593145
268,940GZZLUSEA,"[-0.307424],[51.501003]",South Ealing Underground Station,piccadilly,0.0307692307692
269,940GZZLUSGT,"[-0.127816],[51.632315]",Southgate Underground Station,piccadilly,0.0278499814333
270,940GZZLUSHH,"[-0.352492],[51.564888]",South Harrow Underground Station,piccadilly,0.0283795288998
271,940GZZLUSKS,"[-0.174138],[51.494094]",South Kensington Underground Station,piccadilly,0.0524658971668
272,940GZZLUSUH,"[-0.336435],[51.556946]",Sudbury Hill Underground Station,piccadilly,0.0270978231415
273,940GZZLUSUT,"[-0.315745],[51.550815]",Sudbury Town Underground Station,piccadilly,0.0279772451739
274,940GZZLUTNG,"[-0.254555],[51.495148]",Turnham Green Underground Station,piccadilly,0.0385257480416
275,940GZZLUTPN,"[-0.102953],[51.590272]",Turnpike Lane Underground Station,piccadilly,0.0397193168278
276,940GZZLUUXB,"[-0.477949],[51.546565]",Uxbridge Underground Station,piccadilly,0.0222057735011
277,940GZZLUWOG,"[-0.109886],[51.597479]",Wood Green Underground Station,piccadilly,0.0368958307711
278,940GZZLUBLR,"[-0.04115],[51.586919]",Blackhorse Road Underground Station,victoria,0.03663003663
279,940GZZLUBXN,"[-0.114888],[51.462618]",Brixton Underground Station,victoria,0.0446229361892
280,940GZZLUEUS,"[-0.1323],[51.528344]",Euston Underground Station,victoria,0.0596658711217
281,940GZZLUFPK,"[-0.106825],[51.564158]",Finsbury Park Underground Station,victoria,0.0490035935969
282,940GZZLUGPK,"[-0.142787],[51.506947]",Green Park Underground Station,victoria,0.0614628149969
283,940GZZLUHAI,"[-0.103324],[51.54635]",Highbury & Islington Underground Station,victoria,0.0537249283668
284,940GZZLUKSX,"[-0.123194],[51.530663]",King's Cross St. Pancras Underground Station,victoria,0.0594766058684
285,940GZZLUOXC,"[-0.141903],[51.515224]",Oxford Circus Underground Station,victoria,0.0619450753665
286,940GZZLUPCO,"[-0.133761],[51.489097]",Pimlico Underground Station,victoria,0.0537056928034
287,940GZZLUSKW,"[-0.122644],[51.472184]",Stockwell Underground Station,victoria,0.0489875898106
288,940GZZLUSVS,"[-0.072584],[51.58333]",Seven Sisters Underground Station,victoria,0.0428510212827
289,940GZZLUTMH,"[-0.060241],[51.588108]",Tottenham Hale Underground Station,victoria,0.0395048722676
290,940GZZLUVIC,"[-0.143102],[51.496359]",Victoria Underground Station,victoria,0.0596658711217
291,940GZZLUVXL,"[-0.124204],[51.485743]",Vauxhall Underground Station,victoria,0.0512382578992
292,940GZZLUWRR,"[-0.138321],[51.524951]",Warren Street Underground Station,victoria,0.0607533414338
293,940GZZLUWWL,"[-0.019885],[51.582965]",Walthamstow Central Underground Station,victoria,0.034133576061
294,940GZZLUACT,"[-0.280462],[51.503057]",Acton Town Underground Station,circle,0.0348472528749
295,940GZZLUALD,"[-0.075689],[51.514246]",Aldgate Underground Station,circle,0.0490677134446
296,940GZZLUBBN,"[-0.097993],[51.520275]",Barbican Underground Station,circle,0.0535427449581
297,940GZZLUBKF,"[-0.103659],[51.511581]",Blackfriars Underground Station,circle,0.0480538202787
298,940GZZLUBSC,"[-0.213427],[51.490311]",Barons Court Underground Station,circle,0.0441631090829
299,940GZZLUBST,"[-0.15713],[51.522883]",Baker Street Underground Station,circle,0.0594059405941
300,940GZZLUBWT,"[-0.187938],[51.512284]",Bayswater Underground Station,circle,0.0514668039115
301,940GZZLUCST,"[-0.090432],[51.51151]",Cannon Street Underground Station,circle,0.0462249614792
302,940GZZLUCWP,"[-0.267972],[51.494627]",Chiswick Park Underground Station,circle,0.0363416111448
303,940GZZLUEBY,"[-0.301457],[51.515017]",Ealing Broadway Underground Station,circle,0.035701535166
304,940GZZLUECM,"[-0.288265],[51.51014]",Ealing Common Underground Station,circle,0.0339328130302
305,940GZZLUECT,"[-0.193378],[51.492063]",Earl's Court Underground Station,circle,0.048527984471
306,940GZZLUEMB,"[-0.122666],[51.507058]",Embankment Underground Station,circle,0.0573394495413
307,940GZZLUERC,"[-0.167832],[51.519858]",Edgware Road (Circle Line) Underground Station,circle,0.0538793103448
308,940GZZLUESQ,"[-0.135829],[51.525604]",Euston Square Underground Station,circle,0.0565610859729
309,940GZZLUFCN,"[-0.104913],[51.520252]",Farringdon Underground Station,circle,0.0543379822496
310,940GZZLUGHK,"[-0.226715],[51.502005]",Goldhawk Road Underground Station,circle,0.0348108609886
311,940GZZLUGPS,"[-0.144262],[51.52384]",Great Portland Street Underground Station,circle,0.0572300648607
312,940GZZLUGTR,"[-0.182658],[51.494316]",Gloucester Road Underground Station,circle,0.0521557719054
313,940GZZLUHSC,"[-0.225013],[51.493535]",Hammersmith (H&C Line) Underground Station,circle,0.0336587007742
314,940GZZLUHSD,"[-0.22362],[51.4923]",Hammersmith (Dist&Picc Line) Underground Station,circle,0.0431530494822
315,940GZZLUHSK,"[-0.192792],[51.501055]",High Street Kensington Underground Station,circle,0.0501756146513
316,940GZZLUKSX,"[-0.123194],[51.530663]",King's Cross St. Pancras Underground Station,circle,0.0594766058684
317,940GZZLULAD,"[-0.210391],[51.517449]",Ladbroke Grove Underground Station,circle,0.0401606425703
318,940GZZLULRD,"[-0.217799],[51.513389]",Latimer Road Underground Station,circle,0.0387046832667
319,940GZZLULVT,"[-0.083182],[51.517372]",Liverpool Street Underground Station,circle,0.0538793103448
320,940GZZLUMGT,"[-0.088322],[51.518176]",Moorgate Underground Station,circle,0.0543872371284
321,940GZZLUMMT,"[-0.085969],[51.5107]",Monument Underground Station,circle,0.0453103760761
322,940GZZLUMSH,"[-0.094009],[51.512117]",Mansion House Underground Station,circle,0.0473634354278
323,940GZZLUNHG,"[-0.196104],[51.509128]",Notting Hill Gate Underground Station,circle,0.0534950071327
324,940GZZLUPAC,"[-0.175689],[51.516581]",Paddington Underground Station,circle,0.0547545172477
325,940GZZLUPAH,"[-0.178306],[51.518187]",Paddington (H&C Line)-Underground,circle,0.0470145745181
326,940GZZLURVP,"[-0.235881],[51.494122]",Ravenscourt Park Underground Station,circle,0.0407221392697
327,940GZZLURYO,"[-0.188748],[51.519113]",Royal Oak Underground Station,circle,0.0432588320115
328,940GZZLUSBM,"[-0.226375],[51.505579]",Shepherd's Bush Market Underground Station,circle,0.036036036036
329,940GZZLUSFB,"[-0.245704],[51.494917]",Stamford Brook Underground Station,circle,0.0395987328405
330,940GZZLUSJP,"[-0.133608],[51.499544]",St. James's Park Underground Station,circle,0.0558867362146
331,940GZZLUSKS,"[-0.174138],[51.494094]",South Kensington Underground Station,circle,0.0524658971668
332,940GZZLUSSQ,"[-0.156377],[51.49227]",Sloane Square Underground Station,circle,0.0554426168915
333,940GZZLUTMP,"[-0.11426],[51.511006]",Temple Underground Station,circle,0.0520201144443
334,940GZZLUTNG,"[-0.254555],[51.495148]",Turnham Green Underground Station,circle,0.0385257480416
335,940GZZLUTWH,"[-0.076546],[51.509971]",Tower Hill Underground Station,circle,0.0455097087379
336,940GZZLUVIC,"[-0.143102],[51.496359]",Victoria Underground Station,circle,0.0596658711217
337,940GZZLUWKN,"[-0.206636],[51.490459]",West Kensington Underground Station,circle,0.0438660622898
338,940GZZLUWLA,"[-0.22453],[51.509669]",Wood Lane Underground Station,circle,0.0373320059731
339,940GZZLUWSM,"[-0.124861],[51.50132]",Westminster Underground Station,circle,0.0589159465829
340,940GZZLUWSP,"[-0.201065],[51.52111]",Westbourne Park Underground Station,circle,0.0417072153483
341,940GZZLUACY,"[-0.134819],[51.565478]",Archway Underground Station,northern,0.0416498723633
342,940GZZLUAGL,"[-0.105992],[51.532796]",Angel Underground Station,northern,0.0562851782364
343,940GZZLUBLM,"[-0.152997],[51.443288]",Balham Underground Station,northern,0.0382457929628
344,940GZZLUBNK,"[-0.088899],[51.513356]",Bank Underground Station,northern,0.0559701492537
345,940GZZLUBOR,"[-0.09337],[51.501199]",Borough Underground Station,northern,0.0532009221493
346,940GZZLUBTK,"[-0.264048],[51.602774]",Burnt Oak Underground Station,northern,0.0277520814061
347,940GZZLUBTX,"[-0.213622],[51.57665]",Brent Cross Underground Station,northern,0.0332005312085
348,940GZZLUBZP,"[-0.164648],[51.550311]",Belsize Park Underground Station,northern,0.0446229361892
349,940GZZLUCFM,"[-0.153388],[51.544118]",Chalk Farm Underground Station,northern,0.0465404902265
350,940GZZLUCHX,"[-0.127277],[51.50741]",Charing Cross Underground Station,northern,0.0577145055791
351,940GZZLUCND,"[-0.249919],[51.595424]",Colindale Underground Station,northern,0.0293657008614
352,940GZZLUCPC,"[-0.138317],[51.461742]",Clapham Common Underground Station,northern,0.0448296473401
353,940GZZLUCPN,"[-0.130016],[51.465135]",Clapham North Underground Station,northern,0.0468237864835
354,940GZZLUCPS,"[-0.147582],[51.452654]",Clapham South Underground Station,northern,0.0412881915772
355,940GZZLUCSD,"[-0.178086],[51.41816]",Colliers Wood Underground Station,northern,0.0322199548921
356,940GZZLUCTN,"[-0.14274],[51.539292]",Camden Town Underground Station,northern,0.0510986203373
357,940GZZLUEAC,"[-0.100606],[51.494536]",Elephant & Castle Underground Station,northern,0.0509251400441
358,940GZZLUEFY,"[-0.165012],[51.587131]",East Finchley Underground Station,northern,0.0359004053272
359,940GZZLUEGW,"[-0.274928],[51.613653]",Edgware Underground Station,northern,0.0262973352034
360,940GZZLUEMB,"[-0.122666],[51.507058]",Embankment Underground Station,northern,0.0573394495413
361,940GZZLUEUS,"[-0.1323],[51.528344]",Euston Underground Station,northern,0.0596658711217
362,940GZZLUFYC,"[-0.192527],[51.600921]",Finchley Central Underground Station,northern,0.0325186195322
363,940GZZLUGDG,"[-0.134361],[51.520599]",Goodge Street Underground Station,northern,0.0579822187862
364,940GZZLUGGN,"[-0.194039],[51.572259]",Golders Green Underground Station,northern,0.0367737190488
365,940GZZLUHBT,"[-0.194298],[51.650541]",High Barnet Underground Station,northern,0.0258656654151
366,940GZZLUHCL,"[-0.226424],[51.583301]",Hendon Central Underground Station,northern,0.0311655931851
367,940GZZLUHGT,"[-0.145857],[51.577532]",Highgate Underground Station,northern,0.0385716063208
368,940GZZLUHTD,"[-0.178487],[51.556632]",Hampstead Underground Station,northern,0.0411127860765
369,940GZZLUKNG,"[-0.105963],[51.488337]",Kennington Underground Station,northern,0.0473634354278
370,940GZZLUKSH,"[-0.140733],[51.550312]",Kentish Town Underground Station,northern,0.0452224653538
371,940GZZLUKSX,"[-0.123194],[51.530663]",King's Cross St. Pancras Underground Station,northern,0.0594766058684
372,940GZZLULNB,"[-0.088873],[51.505721]",London Bridge Underground Station,northern,0.0560224089636
373,940GZZLULSQ,"[-0.128426],[51.511386]",Leicester Square Underground Station,northern,0.0591949486977
374,940GZZLUMDN,"[-0.194839],[51.402142]",Morden Underground Station,northern,0.0294002352019
375,940GZZLUMGT,"[-0.088322],[51.518176]",Moorgate Underground Station,northern,0.0543872371284
376,940GZZLUMHL,"[-0.209986],[51.608229]",Mill Hill East Underground Station,northern,0.0306253077302
377,940GZZLUMTC,"[-0.138789],[51.534679]",Mornington Crescent Underground Station,northern,0.05375
378,940GZZLUODS,"[-0.08777],[51.525864]",Old Street Underground Station,northern,0.0545355389929
379,940GZZLUOVL,"[-0.112439],[51.48185]",Oval Underground Station,northern,0.0471327572663
380,940GZZLUSKW,"[-0.122644],[51.472184]",Stockwell Underground Station,northern,0.0489875898106
381,940GZZLUSWN,"[-0.192005],[51.415309]",South Wimbledon Underground Station,northern,0.0312304809494
382,940GZZLUTAW,"[-0.17921],[51.630597]",Totteridge & Whetstone Underground Station,northern,0.0280340025321
383,940GZZLUTBC,"[-0.159736],[51.435678]",Tooting Bec Underground Station,northern,0.0368776889982
384,940GZZLUTBY,"[-0.168374],[51.42763]",Tooting Broadway Underground Station,northern,0.0343997248022
385,940GZZLUTCR,"[-0.13041],[51.516426]",Tottenham Court Road Underground Station,northern,0.0604351329573
386,940GZZLUTFP,"[-0.138433],[51.556822]",Tufnell Park Underground Station,northern,0.0433687744824
387,940GZZLUWFN,"[-0.188362],[51.609426]",West Finchley Underground Station,northern,0.0305750073972
388,940GZZLUWLO,"[-0.11478],[51.503299]",Waterloo Underground Station,northern,0.0580607702729
389,940GZZLUWOP,"[-0.18542],[51.618014]",Woodside Park Underground Station,northern,0.0296821141325
390,940GZZLUWRR,"[-0.138321],[51.524951]",Warren Street Underground Station,northern,0.0607533414338
391,940GZZLUBNK,"[-0.088899],[51.513356]",Bank Underground Station,waterloo-city,0.0559701492537
392,940GZZLUWLO,"[-0.11478],[51.503299]",Waterloo Underground Station,waterloo-city,0.0580607702729
